biomass,coal,electricity,natural gas,oil products,other renewables,hydrogen,planes,buses,cars - large,cars - small,motorcycles,trucks - light,subways & trains
#88b04b,#ea5530,#9bd4dc,#f7d255,#b8b7b7,#82368c,#4f9db6,#83358d,#88b14b,#a4aaa6,#5d675f,#f6d254,#9bd4dd,#f19100
