Year,Scenario,Year,Scenario,Year,Scenario,Year,Scenario,Hydro,Other renewables,Biomass,Conventional oil,Natural gas,Coal,Uranium
2015,__,133,3,9,104,0,0,0,0
2030,BAU,250,6,21,37,0,0,0,0
2030,PRO,288,6,65,37,0,0,0,0
2030,FIM,278,6,34,37,0,0,0,0
2030,FED,291,6,56,37,0,0,0,0
2030,80P,292,6,55,37,0,0,0,0
2050,BAU,383,7,21,46,0,0,0,0
2050,PRO,418,7,121,46,0,0,0,0
2050,FIM,418,19,93,46,0,0,0,0
2050,FED,418,19,189,46,0,0,0,0
2050,80P,418,19,191,45,0,0,0,0
